id,title,company,location,job_description,skills,role
204,AI Research Scientist (Lead),StartupX,Denver,We need an experienced AI Research Scientist for exciting projects.,"TensorFlow, Computer Vision, Mathematics, NLP, PyTorch, Research, Publications, Machine Learning, Python, Deep Learning",AI Research Scientist
123,Flutter Developer (Lead),DigitalEdge,London,We need an experienced Flutter Developer for exciting projects.,"REST API, UI/UX, Dart, Flutter, Firebase, Mobile, Android, State Management, iOS",Flutter Developer
231,Generative AI Engineer (Principal),DevHub,Boston,We need an experienced Generative AI Engineer for exciting projects.,"Team Work, Stable Diffusion, Generative AI, LLM, Image Generation, PyTorch, Transformers, Text Generation, Python, Deep Learning",Generative AI Engineer
421,Database Administrator (Principal),DataDriven,Los Angeles,We need an experienced Database Administrator for exciting projects.,"MongoDB, Redis, MySQL, Backup, Linux, PostgreSQL, Replication, SQL",Database Administrator
488,QA Lead (Principal),DataMind,Berlin,We need an experienced QA Lead for exciting projects.,"Testing, Automation, Test Planning, Agile, Quality, Strategy, Reporting, Team Leadership, Communication",QA Lead
114,React Native Developer (Principal),InnovateTech,Singapore,Looking for a skilled React Native Developer to join our team.,"REST API, React Native, Expo, Redux, Firebase, Mobile, JavaScript, TypeScript",React Native Developer
21,Backend Developer (Lead),FutureSoft,Berlin,Backend Developer position with growth opportunities.,"REST API, Django, PostgreSQL, Docker, Spring Boot, Java, SQL, Node.js, Python",Backend Developer
118,React Native Developer (Senior),GlobalTech,San Francisco,Looking for a skilled React Native Developer to join our team.,"REST API, React Native, Expo, Redux, Firebase, Mobile, JavaScript, Communication, Team Work, TypeScript",React Native Developer
513,Product Designer (Junior),FutureSoft,San Francisco,Product Designer position with growth opportunities.,"Design Thinking, A/B Testing, Visual Design, Product Design, User Research, Interaction Design, Prototyping, Design Systems",Product Designer
5,Full Stack Developer (Lead),WebWorks,Austin,Full Stack Developer position with growth opportunities.,"REST API, MongoDB, PostgreSQL, SQL, JavaScript, Node.js, HTML/CSS, React, Git",Full Stack Developer
853,Director of Engineering (Principal),DevHub,Denver,We need an experienced Director of Engineering for exciting projects.,"Hiring, Stakeholder Management, Agile, Team Building, Budget, Cross-functional, OKRs, Strategy, Engineering Leadership, Process",Director of Engineering
405,Information Security Analyst (Mid-level),AIVentures,Boston,Information Security Analyst position with growth opportunities.,"Incident Response, GDPR, ISO 27001, Agile, Risk Assessment, Security Awareness, Security Policies, Information Security, SOC 2, Team Work, Compliance",Information Security Analyst
261,Big Data Engineer (Mid-level),AIVentures,Los Angeles,Looking for a skilled Big Data Engineer to join our team.,"Scala, Apache Spark, Kafka, AWS EMR, Python, ETL",Big Data Engineer
235,Generative AI Engineer (Lead),AppMasters,Denver,Join us as a Generative AI Engineer and work on cutting-edge technology.,"Problem Solving, LLM, PyTorch, Image Generation, Transformers, Text Generation, Fine-tuning, Python, Deep Learning",Generative AI Engineer
555,Interaction Designer (Lead),DigitalEdge,Toronto,Interaction Designer position with growth opportunities.,"Problem Solving, Animation, After Effects, Micro-interactions, User Flows, Interaction Design, Figma, Prototyping, Communication, Design Systems",Interaction Designer
757,Integration Architect (Junior),DataMind,Remote,Integration Architect position with growth opportunities.,"Architecture, REST, Cloud, Integration, SOAP, API, Middleware",Integration Architect
809,Robotics Engineer (Principal),DevHub,Miami,We need an experienced Robotics Engineer for exciting projects.,"Computer Vision, Sensors, Problem Solving, C++, Embedded Systems, ROS, Machine Learning, Robotics, Team Work",Robotics Engineer
578,Technical Product Manager (Senior),DataDriven,Berlin,We need an experienced Technical Product Manager for exciting projects.,"Stakeholder Management, Agile, System Design, Roadmapping, Technical Knowledge, SQL, API, Product Management, Communication",Technical Product Manager
752,Integration Architect (Principal),AppMasters,Bangalore,Integration Architect position with growth opportunities.,"Architecture, ESB, REST, Cloud, Integration, SOAP, Microservices, API, Middleware",Integration Architect
574,Technical Product Manager (Lead),MegaSoft,Miami,We need an experienced Technical Product Manager for exciting projects.,"Stakeholder Management, Jira, Agile, Roadmapping, Technical Knowledge, SQL, API, Product Management, Data Analysis",Technical Product Manager
237,Generative AI Engineer (Mid-level),AppMasters,San Francisco,We need an experienced Generative AI Engineer for exciting projects.,"LLM, Generative AI, PyTorch, Image Generation, Text Generation, Fine-tuning, Python",Generative AI Engineer
739,Software Architect (Senior),FutureSoft,New York,Looking for a skilled Software Architect to join our team.,"Documentation, Cloud, Performance, System Design, Architecture Patterns, Technical Leadership, Security, Code Review",Software Architect
808,Robotics Engineer (Lead),SmartSolutions,New York,Join us as a Robotics Engineer and work on cutting-edge technology.,"Computer Vision, Control Systems, Communication, Sensors, C++, Embedded Systems, ROS, Machine Learning, Robotics, Python, Team Work",Robotics Engineer
486,QA Lead (Mid-level),NextGen,Los Angeles,QA Lead position with growth opportunities.,"Testing, Automation, Test Planning, Quality, Test Management, Strategy, Team Leadership, Reporting",QA Lead
65,Web Developer (Senior),CodeFactory,London,We need an experienced Web Developer for exciting projects.,"CSS, MySQL, Responsive Design, Agile, Problem Solving, WordPress, jQuery, Bootstrap, JavaScript, SEO, HTML/CSS, PHP",Web Developer
418,Penetration Tester (Lead),CodeFactory,San Francisco,Looking for a skilled Penetration Tester to join our team.,"Security, Network Security, Web Security, Burp Suite, Ethical Hacking, Reporting, Penetration Testing, Metasploit, Kali Linux",Penetration Tester
19,Frontend Developer (Junior),CloudNine,New York,Join us as a Frontend Developer and work on cutting-edge technology.,"CSS, Angular, SASS, Redux, JavaScript, Figma, HTML/CSS, React, Vue.js",Frontend Developer
542,Visual Designer (Senior),NetPro,San Francisco,Looking for a skilled Visual Designer to join our team.,"Illustration, Adobe Creative Suite, Motion Graphics, UI Design, Visual Design, Figma, Typography, Design Systems",Visual Designer
842,Tech Lead (Lead),DigitalEdge,New York,Join us as a Tech Lead and work on cutting-edge technology.,"Architecture, Mentoring, Agile, System Design, Technical Leadership, Best Practices",Tech Lead
829,CTO (Senior),CodeFactory,New York,Join us as a CTO and work on cutting-edge technology.,"Digital Transformation, Leadership, Innovation, Team Building, Vendor Management, Budget Management, Security",CTO
468,SDET (Lead),NextGen,London,Looking for a skilled SDET to join our team.,"Performance Testing, Automation, Docker, Java, CI/CD, Selenium, Test Frameworks, REST API Testing",SDET
298,Cloud Engineer (Principal),GlobalTech,Toronto,Join us as a Cloud Engineer and work on cutting-edge technology.,"Networking, Linux, Docker, Azure, AWS, CloudFormation, Security, Communication, Terraform",Cloud Engineer
466,SDET (Lead),SmartSolutions,London,We need an experienced SDET for exciting projects.,"Performance Testing, Automation, REST API Testing, Docker, CI/CD, Selenium, Test Frameworks, Python",SDET
666,Operations Analyst (Junior),DigitalEdge,Boston,Join us as a Operations Analyst and work on cutting-edge technology.,"Documentation, Automation, Excel, KPIs, Dashboards, Operations, Data Analysis",Operations Analyst
601,Agile Coach (Junior),DigitalEdge,Boston,Agile Coach position with growth opportunities.,"Kanban, Team Work, Agile, Organizational Change, Lean, Transformation, Coaching, SAFe, Scrum",Agile Coach
837,VP of Engineering (Mid-level),CloudFirst,London,We need an experienced VP of Engineering for exciting projects.,"Hiring, Leadership, Technical Vision, Agile, Cross-functional Collaboration, Process Improvement, Budget, OKRs, Organization Building, Engineering Leadership, Strategy",VP of Engineering
789,Game Developer (Junior),AIVentures,Los Angeles,Join us as a Game Developer and work on cutting-edge technology.,"3D Development, Animation, C++, Graphics, C#, Unreal Engine, Game Design, AI",Game Developer
281,DevOps Engineer (Lead),CodeFactory,Bangalore,Looking for a skilled DevOps Engineer to join our team.,"Kubernetes, Linux, Docker, AWS, Git, CI/CD, Python, Terraform",DevOps Engineer
744,Data Architect (Lead),CodeFactory,Miami,Looking for a skilled Data Architect to join our team.,"Cloud, Big Data, SQL, Data Modeling, Data Governance, Communication, Data Warehousing",Data Architect
758,Integration Architect (Junior),DigitalEdge,Remote,Looking for a skilled Integration Architect to join our team.,"Architecture, Cloud, SOAP, Microservices, Event-Driven, ESB, API",Integration Architect
910,Solutions Engineer (Lead),SysTech,Berlin,Looking for a skilled Solutions Engineer to join our team.,"Technical Pre-sales, Solutions Design, Customer Success, Cloud, Product Knowledge, API",Solutions Engineer
217,Prompt Engineer (Senior),DataDriven,London,Join us as a Prompt Engineer and work on cutting-edge technology.,"Prompt Engineering, LLM, NLP, Prompt Design, OpenAI, Claude, GPT, ChatGPT, Fine-tuning",Prompt Engineer
207,AI Research Scientist (Senior),DataMind,Miami,We need an experienced AI Research Scientist for exciting projects.,"TensorFlow, Computer Vision, PyTorch, NLP, Research, Publications, Machine Learning, Python",AI Research Scientist
514,Product Designer (Junior),NetPro,Los Angeles,Product Designer position with growth opportunities.,"Design Thinking, Agile, Visual Design, Product Design, User Research, Interaction Design, Team Work, Design Systems",Product Designer
855,Director of Engineering (Principal),CodeFactory,Chicago,Director of Engineering position with growth opportunities.,"Hiring, Stakeholder Management, Agile, Problem Solving, Budget, Cross-functional, OKRs, Strategy, Communication, Process",Director of Engineering
108,Android Developer (Senior),CodeFactory,New York,Looking for a skilled Android Developer to join our team.,"REST API, Android Studio, Jetpack Compose, Firebase, MVVM, Kotlin, Java, Gradle, XML",Android Developer
779,AR/VR Developer (Lead),TechCorp,Chicago,AR/VR Developer position with growth opportunities.,"3D Modeling, Oculus, C#, Unreal Engine, VR, Unity",AR/VR Developer
346,Cloud Architect (Junior),InnovateTech,New York,Join us as a Cloud Architect and work on cutting-edge technology.,"Architecture, Kubernetes, Azure, Cost Optimization, Microservices, Cloud Design, Terraform",Cloud Architect
792,IoT Developer (Mid-level),NetPro,Boston,We need an experienced IoT Developer for exciting projects.,"Arduino, Sensors, Cloud, Edge Computing, Embedded Systems, IoT, C, Python",IoT Developer
352,Infrastructure Engineer (Lead),FutureSoft,Bangalore,Infrastructure Engineer position with growth opportunities.,"Networking, Automation, Linux, Virtualization, Docker, Monitoring, Ansible",Infrastructure Engineer
370,Release Engineer (Lead),FutureSoft,Miami,Release Engineer position with growth opportunities.,"Jenkins, Kubernetes, Automation, Build Systems, Docker, Deployment, Release Management",Release Engineer
10,Full Stack Developer (Junior),WebWorks,Bangalore,Full Stack Developer position with growth opportunities.,"MongoDB, PostgreSQL, Docker, SQL, JavaScript, Git, HTML/CSS, Python, Vue.js",Full Stack Developer
669,Operations Analyst (Junior),AIVentures,Seattle,Operations Analyst position with growth opportunities.,"Documentation, Automation, Agile, Process Improvement, Excel, KPIs, Dashboards, Operations, Data Analysis",Operations Analyst
870,Growth Engineer (Principal),CodeFactory,Miami,Growth Engineer position with growth opportunities.,"A/B Testing, Experimentation, Marketing Automation, Growth, SQL, JavaScript, Data Analysis, Analytics",Growth Engineer
185,NLP Engineer (Senior),DevHub,Los Angeles,We need an experienced NLP Engineer for exciting projects.,"Text Classification, NLP, Transformers, NLTK, BERT, SpaCy, Python",NLP Engineer
208,AI Research Scientist (Lead),TechCorp,Boston,We need an experienced AI Research Scientist for exciting projects.,"TensorFlow, Computer Vision, Communication, Agile, PyTorch, NLP, Research, Machine Learning, Python, Deep Learning",AI Research Scientist
285,DevOps Engineer (Senior),CodeFactory,Boston,Looking for a skilled DevOps Engineer to join our team.,"Kubernetes, Linux, Docker, Terraform, AWS, Prometheus, Git, CI/CD, Bash",DevOps Engineer
508,UI/UX Designer (Principal),CodeFactory,Bangalore,UI/UX Designer position with growth opportunities.,"User Testing, Sketch, Design Systems, UI Design, UX Research, Figma, Prototyping, Accessibility, Wireframing, Adobe XD",UI/UX Designer
526,Graphic Designer (Lead),NetPro,Denver,Join us as a Graphic Designer and work on cutting-edge technology.,"Adobe Photoshop, Color Theory, Visual Design, InDesign, Digital Design, Typography, Logo Design, Adobe Illustrator",Graphic Designer
246,AI Product Manager (Senior),AppMasters,Austin,Looking for a skilled AI Product Manager to join our team.,"Data Science, LLM, Roadmapping, User Research, Strategy, Product Management, Analytics",AI Product Manager
956,Help Desk Technician (Mid-level),CodeFactory,Seattle,Help Desk Technician position with growth opportunities.,"Ticketing, Documentation, Software Installation, Leadership, Troubleshooting, Windows, Technical Support, Active Directory, Hardware",Help Desk Technician
44,Senior Software Engineer (Junior),DataDriven,Remote,We need an experienced Senior Software Engineer for exciting projects.,"Architecture, Kubernetes, Mentoring, Leadership, Agile, Cloud, Python, Code Review",Senior Software Engineer
701,Support Engineer (Mid-level),SmartSolutions,Bangalore,Support Engineer position with growth opportunities.,"Documentation, Linux, Troubleshooting, Technical Support, SQL, Escalation Management, Communication, Ticketing Systems",Support Engineer
880,Marketing Technologist (Senior),TechCorp,Denver,Marketing Technologist position with growth opportunities.,"Data, Integration, Reporting, CRM, SQL, Marketing Technology, Marketing Platforms, Analytics",Marketing Technologist
793,IoT Developer (Mid-level),CloudNine,Chicago,We need an experienced IoT Developer for exciting projects.,"Arduino, Sensors, Cloud, Embedded Systems, IoT, Raspberry Pi, Python, MQTT",IoT Developer
836,VP of Engineering (Principal),DevHub,Austin,We need an experienced VP of Engineering for exciting projects.,"Hiring, Process Improvement, Budget, OKRs, Strategy, Organization Building, Team Work",VP of Engineering
933,IT Manager (Junior),TechCorp,Remote,Looking for a skilled IT Manager to join our team.,"Budget, Vendor Management, IT Management, Infrastructure, Project Management, Strategy, Security, Team Leadership, Operations",IT Manager
257,MLOps Engineer (Mid-level),MegaSoft,Berlin,Looking for a skilled MLOps Engineer to join our team.,"Kubernetes, Model Monitoring, AWS SageMaker, Feature Store, Docker, MLOps, MLflow, CI/CD, Kubeflow",MLOps Engineer
704,Support Engineer (Principal),CodeFactory,London,Support Engineer position with growth opportunities.,"Documentation, Linux, Customer Service, Troubleshooting, Technical Support, SQL, Escalation Management, Ticketing Systems",Support Engineer
8,Full Stack Developer (Mid-level),SysTech,Miami,Looking for a skilled Full Stack Developer to join our team.,"MongoDB, REST API, Docker, SQL, JavaScript, Node.js, HTML/CSS, React, TypeScript, Vue.js",Full Stack Developer
189,NLP Engineer (Mid-level),DataDriven,Bangalore,Join us as a NLP Engineer and work on cutting-edge technology.,"Text Classification, NLP, Transformers, BERT, Hugging Face, SpaCy, Python, Deep Learning",NLP Engineer
323,Systems Administrator (Lead),DataMind,Singapore,Looking for a skilled Systems Administrator to join our team.,"Networking, Backup, Linux, Agile, DNS, DHCP, Active Directory, Security, VMware, Bash",Systems Administrator
433,Database Developer (Principal),DigitalEdge,Austin,Join us as a Database Developer and work on cutting-edge technology.,"Performance Tuning, PostgreSQL, Database Design, Query Optimization, SQL, Data Modeling, T-SQL",Database Developer
624,Product Owner (Principal),SysTech,Austin,We need an experienced Product Owner for exciting projects.,"User Stories, Stakeholder Management, Jira, Prioritization, Roadmapping, Backlog Management, Scrum, Analytics",Product Owner
680,Technical Writer (Senior),WebWorks,Bangalore,Technical Writer position with growth opportunities.,"DITA, Developer Experience, ReadTheDocs, Technical Writing, Confluence, API Documentation, Git, Content Strategy, Markdown",Technical Writer
962,Desktop Support Engineer (Lead),SysTech,New York,Join us as a Desktop Support Engineer and work on cutting-edge technology.,"Networking, Software Installation, Customer Service, Windows, Active Directory, Remote Support, Hardware",Desktop Support Engineer
332,Network Engineer (Principal),TechCorp,San Francisco,We need an experienced Network Engineer for exciting projects.,"Networking, Switching, Leadership, DNS, Cisco, Security, TCP/IP, Firewall",Network Engineer
408,Information Security Analyst (Junior),CodeFactory,Singapore,Information Security Analyst position with growth opportunities.,"Incident Response, GDPR, ISO 27001, Risk Assessment, Security Awareness, Security Policies, SOC 2, Audit, Compliance",Information Security Analyst
935,IT Manager (Lead),AppMasters,Toronto,Looking for a skilled IT Manager to join our team.,"Budget, Vendor Management, IT Management, Infrastructure, Project Management, Strategy, Security, Team Leadership, Operations",IT Manager
510,UI/UX Designer (Junior),DataMind,Toronto,Looking for a skilled UI/UX Designer to join our team.,"Sketch, User Testing, Figma, Prototyping, Communication, Accessibility, Wireframing, Adobe XD",UI/UX Designer
192,Computer Vision Engineer (Principal),TechCorp,San Francisco,Looking for a skilled Computer Vision Engineer to join our team.,"TensorFlow, Image Processing, CNN, Python, PyTorch, Image Segmentation, Deep Learning",Computer Vision Engineer
399,Application Security Engineer (Senior),CodeFactory,Bangalore,Application Security Engineer position with growth opportunities.,"Security, Application Security, Vulnerability Management, Secure Coding, Penetration Testing, DevSecOps, OWASP, SAST, DAST, Code Review",Application Security Engineer
944,IT Administrator (Mid-level),AIVentures,Bangalore,We need an experienced IT Administrator for exciting projects.,"Networking, Linux, Troubleshooting, Office 365, Windows, Security, Support",IT Administrator
638,Business Analyst (Junior),FutureSoft,Austin,Join us as a Business Analyst and work on cutting-edge technology.,"Documentation, User Stories, Jira, Stakeholder Management, Excel, SQL, Process Mapping, Business Analysis",Business Analyst
51,Junior Developer (Junior),FutureSoft,Seattle,We need an experienced Junior Developer for exciting projects.,"Node.js, Learning, Problem Solving, Agile, SQL, Git, JavaScript, React, Team Work",Junior Developer
940,IT Manager (Junior),MegaSoft,Austin,We need an experienced IT Manager for exciting projects.,"Budget, Vendor Management, IT Management, Infrastructure, Project Management, Strategy, Security, Team Leadership, Operations",IT Manager
354,Infrastructure Engineer (Lead),CodeFactory,Boston,Join us as a Infrastructure Engineer and work on cutting-edge technology.,"Networking, Automation, Linux, Problem Solving, Virtualization, Docker, Ansible, VMware, Monitoring, Terraform",Infrastructure Engineer
663,Operations Analyst (Lead),InnovateTech,Bangalore,Looking for a skilled Operations Analyst to join our team.,"Documentation, Automation, Excel, KPIs, Reporting, Dashboards, SQL, Operations",Operations Analyst
661,Operations Analyst (Lead),SysTech,Boston,Operations Analyst position with growth opportunities.,"Documentation, Automation, Excel, KPIs, SQL, Reporting, Dashboards, Operations",Operations Analyst
161,Data Engineer (Mid-level),GlobalTech,Miami,We need an experienced Data Engineer for exciting projects.,"PostgreSQL, Snowflake, Hadoop, AWS, SQL, Python, ETL, Data Warehousing",Data Engineer
373,Security Engineer (Lead),DataMind,Austin,Looking for a skilled Security Engineer to join our team.,"Security, Linux, IDS/IPS, SIEM, Encryption, Penetration Testing, Vulnerability Assessment",Security Engineer
35,Software Engineer (Lead),AppMasters,Bangalore,Looking for a skilled Software Engineer to join our team.,"Testing, Data Structures, Linux, Agile, Docker, C++, Java, AWS, CI/CD, Algorithms, Python",Software Engineer
634,Business Analyst (Mid-level),NetPro,Remote,Join us as a Business Analyst and work on cutting-edge technology.,"Documentation, Stakeholder Management, Excel, SQL, Process Mapping, Business Analysis, Requirements Gathering",Business Analyst
215,Prompt Engineer (Principal),FutureSoft,Remote,Prompt Engineer position with growth opportunities.,"Prompt Engineering, NLP, Prompt Design, OpenAI, Claude, GPT, ChatGPT, Fine-tuning, Python",Prompt Engineer
953,Help Desk Technician (Lead),FutureSoft,Denver,Looking for a skilled Help Desk Technician to join our team.,"Ticketing, Documentation, Software Installation, Customer Service, Troubleshooting, Windows, Active Directory, Hardware",Help Desk Technician
566,Product Manager (Junior),SmartSolutions,Singapore,Join us as a Product Manager and work on cutting-edge technology.,"User Stories, Stakeholder Management, Jira, Agile, Market Research, SQL, Product Management, Analytics",Product Manager
126,Flutter Developer (Senior),FutureSoft,Bangalore,Flutter Developer position with growth opportunities.,"REST API, UI/UX, Dart, Flutter, Firebase, Mobile, Android, State Management, iOS",Flutter Developer
420,Penetration Tester (Junior),StartupX,Boston,Join us as a Penetration Tester and work on cutting-edge technology.,"Web Security, Network Security, Burp Suite, Ethical Hacking, Reporting, Penetration Testing, Metasploit, Kali Linux",Penetration Tester
967,Desktop Support Engineer (Junior),NextGen,Los Angeles,Looking for a skilled Desktop Support Engineer to join our team.,"Networking, Software Installation, Customer Service, Troubleshooting, Active Directory, Desktop Support, Remote Support",Desktop Support Engineer
494,Manual Tester (Principal),StartupX,Toronto,We need an experienced Manual Tester for exciting projects.,"Documentation, Leadership, Jira, Test Plans, Regression Testing, Test Cases, Manual Testing, QA, Communication",Manual Tester
245,AI Product Manager (Junior),SysTech,Chicago,Looking for a skilled AI Product Manager to join our team.,"Data Science, Roadmapping, User Research, Strategy, Machine Learning, Product Management, AI Product, Analytics",AI Product Manager
594,Scrum Master (Senior),CodeFactory,Chicago,Join us as a Scrum Master and work on cutting-edge technology.,"Jira, Retrospectives, Agile, SAFe, Facilitation, Impediment Removal, Sprint Planning",Scrum Master
328,Systems Administrator (Mid-level),DevHub,London,Systems Administrator position with growth opportunities.,"Networking, Backup, Linux, Windows Server, DHCP, Active Directory, Security, VMware, Bash",Systems Administrator
341,Cloud Architect (Principal),CloudFirst,Austin,We need an experienced Cloud Architect for exciting projects.,"Kubernetes, Azure, Cost Optimization, AWS, Microservices, Cloud Design, Security, Communication, Terraform",Cloud Architect
290,DevOps Engineer (Lead),AIVentures,New York,We need an experienced DevOps Engineer for exciting projects.,"Kubernetes, Jenkins, Docker, Terraform, AWS, Prometheus, Git, CI/CD, Python, Bash",DevOps Engineer
76,API Developer (Principal),NextGen,Remote,Join us as a API Developer and work on cutting-edge technology.,"REST API, API Design, Express.js, Swagger, FastAPI, JSON, Postman, OAuth, Node.js, Python",API Developer
620,Program Manager (Lead),GlobalTech,Berlin,Join us as a Program Manager and work on cutting-edge technology.,"Risk Management, Leadership, Stakeholder Management, Agile, Resource Planning, Budget, Program Management, Portfolio, Strategy, Reporting",Program Manager
130,Flutter Developer (Principal),CloudNine,New York,Flutter Developer position with growth opportunities.,"REST API, UI/UX, Dart, Flutter, Firebase, Mobile, Android, State Management, iOS",Flutter Developer
882,SEO Specialist (Senior),SmartSolutions,Seattle,Join us as a SEO Specialist and work on cutting-edge technology.,"HTML, Technical SEO, Link Building, Search Console, Keyword Research, Google Analytics, Analytics",SEO Specialist
659,Systems Analyst (Mid-level),AIVentures,Denver,We need an experienced Systems Analyst for exciting projects.,"Business Process, Documentation, Stakeholder Management, Problem Solving, Agile, Technical Writing, SQL, UML, Requirements",Systems Analyst
754,Integration Architect (Mid-level),GlobalTech,Singapore,Looking for a skilled Integration Architect to join our team.,"Architecture, ESB, REST, Cloud, SOAP, Microservices, Event-Driven, API",Integration Architect
121,Flutter Developer (Junior),InnovateTech,Austin,Flutter Developer position with growth opportunities.,"REST API, UI/UX, Dart, Flutter, Firebase, Mobile, Android, State Management, iOS",Flutter Developer
602,Agile Coach (Lead),DigitalEdge,Bangalore,Looking for a skilled Agile Coach to join our team.,"Kanban, Organizational Change, Lean, Transformation, Coaching, SAFe, Scrum",Agile Coach
61,Web Developer (Junior),CloudFirst,Chicago,We need an experienced Web Developer for exciting projects.,"CSS, MySQL, Responsive Design, Bootstrap, SEO, jQuery, HTML/CSS, PHP",Web Developer
798,IoT Developer (Mid-level),WebWorks,Miami,IoT Developer position with growth opportunities.,"Arduino, Sensors, Cloud, Edge Computing, Embedded Systems, C, Raspberry Pi, Python, MQTT",IoT Developer
860,Director of Engineering (Mid-level),CodeFactory,Boston,Looking for a skilled Director of Engineering to join our team.,"Hiring, Stakeholder Management, Agile, Team Building, Cross-functional, Engineering Leadership",Director of Engineering
159,Data Analyst (Principal),CloudNine,Toronto,Data Analyst position with growth opportunities.,"Excel, R, Reporting, Data Visualization, Python, Tableau",Data Analyst
153,Data Analyst (Principal),GlobalTech,San Francisco,Looking for a skilled Data Analyst to join our team.,"Power BI, R, Reporting, Data Visualization, Statistics, Python, Tableau, Google Analytics",Data Analyst
473,Performance Engineer (Mid-level),SysTech,Singapore,We need an experienced Performance Engineer for exciting projects.,"APM, Performance Testing, Profiling, Analysis, New Relic, JMeter, Monitoring",Performance Engineer
247,AI Product Manager (Senior),DigitalEdge,San Francisco,We need an experienced AI Product Manager for exciting projects.,"Stakeholder Management, Data Science, LLM, Roadmapping, User Research, Strategy, Product Management, AI Product, Analytics",AI Product Manager
814,Engineering Manager (Mid-level),DataDriven,Boston,Join us as a Engineering Manager and work on cutting-edge technology.,"Hiring, Project Planning, Stakeholder Management, Performance Reviews, Agile, Career Development, Technical Background",Engineering Manager
700,Customer Success Engineer (Lead),DataDriven,Miami,Looking for a skilled Customer Success Engineer to join our team.,"Relationship Management, Customer Success, Problem Solving, Onboarding, Product Knowledge, Technical Support, API, Communication",Customer Success Engineer
317,Platform Engineer (Principal),DataDriven,San Francisco,We need an experienced Platform Engineer for exciting projects.,"Kubernetes, ArgoCD, Service Mesh, Helm, Problem Solving, Docker, GitOps, Communication, Infrastructure as Code, Terraform",Platform Engineer
708,Support Engineer (Senior),CodeFactory,Chicago,Support Engineer position with growth opportunities.,"Documentation, Team Work, Linux, Customer Service, Troubleshooting, Technical Support, SQL, Communication, Ticketing Systems",Support Engineer
824,CTO (Mid-level),DevHub,New York,CTO position with growth opportunities.,"Architecture, Technology Strategy, Leadership, Digital Transformation, Agile, Innovation, Team Building, Vendor Management, Budget Management, Security",CTO
411,Penetration Tester (Principal),MegaSoft,Los Angeles,Penetration Tester position with growth opportunities.,"Web Security, Security, Network Security, Burp Suite, Vulnerability, Reporting, Penetration Testing, Metasploit",Penetration Tester
301,Site Reliability Engineer (Senior),CloudNine,Austin,Looking for a skilled Site Reliability Engineer to join our team.,"Incident Response, Kubernetes, SLOs, Linux, Monitoring, Prometheus, Python, Grafana, Terraform",Site Reliability Engineer
314,Platform Engineer (Lead),SmartSolutions,Singapore,Platform Engineer position with growth opportunities.,"Kubernetes, Cloud, Terraform, GitOps, CI/CD, Infrastructure as Code, Service Mesh",Platform Engineer
764,Blockchain Developer (Senior),DigitalEdge,Berlin,Join us as a Blockchain Developer and work on cutting-edge technology.,"Ethereum, Web3, Smart Contracts, JavaScript, NFT, DeFi, Blockchain, Cryptography",Blockchain Developer
368,Release Engineer (Senior),StartupX,Austin,Looking for a skilled Release Engineer to join our team.,"Jenkins, Kubernetes, Build Systems, Docker, Git, Deployment, Release Management",Release Engineer
464,SDET (Junior),NetPro,Singapore,Join us as a SDET and work on cutting-edge technology.,"Performance Testing, Automation, Communication, Docker, Java, CI/CD, Test Frameworks, REST API Testing, Team Work, Selenium",SDET
722,Enterprise Architect (Lead),SysTech,Seattle,We need an experienced Enterprise Architect for exciting projects.,"Cloud, Integration, Governance, Strategy, Solution Design, TOGAF, Business Analysis",Enterprise Architect
865,Growth Engineer (Junior),AIVentures,Bangalore,Join us as a Growth Engineer and work on cutting-edge technology.,"A/B Testing, Experimentation, Marketing Automation, Growth, SQL, JavaScript, Python, Data Analysis, Analytics",Growth Engineer
347,Cloud Architect (Lead),DataDriven,Toronto,Join us as a Cloud Architect and work on cutting-edge technology.,"Architecture, Kubernetes, Cost Optimization, AWS, Microservices, Cloud Design",Cloud Architect
403,Information Security Analyst (Senior),NextGen,San Francisco,Information Security Analyst position with growth opportunities.,"Incident Response, GDPR, ISO 27001, Risk Assessment, Security Awareness, Information Security, SOC 2, Audit, Compliance",Information Security Analyst
33,Software Engineer (Lead),DigitalEdge,Toronto,We need an experienced Software Engineer for exciting projects.,"Data Structures, Linux, Agile, C++, Git, CI/CD, SQL, Algorithms, Python",Software Engineer
291,Cloud Engineer (Mid-level),CloudNine,Boston,We need an experienced Cloud Engineer for exciting projects.,"Kubernetes, Docker, Google Cloud, AWS, CloudFormation, Terraform",Cloud Engineer
230,LLM Engineer (Mid-level),NextGen,Toronto,We need an experienced LLM Engineer for exciting projects.,"RAG, Langchain, LLM, NLP, Transformers, Hugging Face, OpenAI, GPT, Fine-tuning, Python, Vector Database",LLM Engineer
622,Product Owner (Senior),StartupX,Remote,Join us as a Product Owner and work on cutting-edge technology.,"User Stories, Jira, Agile, Prioritization, Roadmapping, Backlog Management, Scrum, Product Ownership, Analytics",Product Owner
509,UI/UX Designer (Junior),NextGen,Chicago,Join us as a UI/UX Designer and work on cutting-edge technology.,"Sketch, User Testing, UI Design, Adobe XD, Figma, Prototyping, Accessibility, Design Systems",UI/UX Designer
99,iOS Developer (Senior),GlobalTech,Berlin,We need an experienced iOS Developer for exciting projects.,"REST API, Team Work, CocoaPods, Firebase, SwiftUI, Xcode, Swift, Objective-C, Core Data, UIKit",iOS Developer
